Name,Team,POS,Age,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Cason Wallace,OKC,G,21.0,10,25.3,13.2,7.6,3,1.0,46,0.522,26,0.308,0.5,0.511,7.5,3.3,1.3,1.4,0.5,0.6,10.8,8.8,12.1,5.0,105.5,99.5
Keyonte George,UTA,G,21.0,8,31.7,26.0,18.0,36,0.778,48,0.354,70,0.3,0.411,0.467,15.6,2.9,6.4,0.5,0.1,3.3,18.5,22.0,24.9,8.3,97.2,119.1
Jordan Hawkins,NOR,G,22.5,8,30.3,22.6,11.2,29,0.931,51,0.451,52,0.365,0.5,0.562,16.3,4.5,1.4,0.1,0.4,1.6,20.8,17.6,22.1,6.2,109.7,120.4
Jett Howard,ORL,G,21.2,11,9.2,19.7,6.5,2,1.0,8,0.375,35,0.371,0.523,0.536,4.3,1.0,0.1,0.1,0.3,0.3,5.3,4.4,5.4,3.3,100.1,107.1
Trey Alexander,DEN,G,21.5,2,2.9,21.7,0.0,0,0.0,2,0.5,1,0.0,0.333,0.333,1.0,0.5,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.0,0.0
Dereck Lively II,DAL,C,20.7,6,22.9,14.8,17.0,14,0.571,34,0.706,0,0.0,0.706,0.697,9.3,8.2,2.5,0.8,0.8,1.2,17.5,11.8,20.0,10.1,138.2,95.8
Dariq Whitehead,BRO,G-F,20.3,1,2.0,44.1,100.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Brice Sensabaugh,UTA,F,21.0,8,12.8,18.9,23.0,9,0.889,12,0.583,21,0.381,0.576,0.622,5.8,1.9,0.5,0.4,0.0,1.3,7.6,6.3,8.1,5.5,102.4,118.7
Noah Clowney,BRO,F-C,20.3,8,15.9,19.2,7.8,10,0.8,21,0.381,26,0.269,0.394,0.438,5.6,3.3,0.5,0.5,0.6,0.5,8.9,6.1,9.4,5.3,95.5,102.4
Bilal Coulibaly,WAS,G,20.3,8,34.7,17.9,18.6,29,0.828,56,0.679,31,0.387,0.644,0.682,17.0,5.5,3.0,1.1,0.8,2.5,22.5,20.0,25.5,7.5,121.0,117.7
Colby Jones,SAC,G,22.5,4,2.0,5.5,100.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Reece Beekman,GOL,G,23.1,2,2.1,10.2,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.5,1.5,2.0,12.0,0.0,0.0
Adem Bona,PHI,F,21.6,6,2.4,13.7,22.5,1,1.0,3,1.0,0,0.0,1.0,1.017,1.2,0.5,0.0,0.0,0.3,0.2,1.7,1.2,1.7,0.0,0.0,0.0
Toumani Camara,POR,F,24.5,11,30.0,12.8,18.7,17,0.706,43,0.465,35,0.4,0.526,0.55,8.5,4.9,2.0,1.6,0.4,1.6,13.5,10.5,15.5,5.8,107.2,110.3
Ricky Council IV,PHI,G,23.3,6,8.7,15.5,12.2,6,1.0,8,0.375,6,0.333,0.429,0.541,3.0,1.0,0.8,0.0,0.0,0.3,4.0,3.8,4.8,6.2,115.1,118.2
Zach Edey,MEM,C,22.5,11,19.8,20.8,19.6,23,0.565,75,0.653,7,0.571,0.671,0.668,11.2,6.6,0.7,0.8,0.9,1.8,17.8,11.9,18.5,7.5,115.6,94.7
Adam Flagler,OKC,G,24.9,4,1.8,11.5,0.0,0,0.0,0,0.0,2,1.0,1.5,1.5,1.5,0.3,0.0,0.3,0.0,0.0,1.8,1.5,1.8,0.0,0.0,0.0
Andre Jackson Jr.,MIL,G,23.0,9,15.6,12.4,32.3,6,0.333,10,0.5,15,0.333,0.5,0.488,3.0,2.4,1.6,0.9,0.3,1.3,5.4,4.6,7.0,5.8,86.4,101.8
Julian Phillips,CHI,F,21.0,10,13.9,14.4,9.0,10,0.5,18,0.556,22,0.364,0.55,0.552,4.9,1.7,0.4,1.0,0.1,0.4,6.6,5.3,7.0,4.3,111.1,108.1
Brandin Podziemski,GOL,G,21.7,9,26.5,18.6,14.5,8,0.5,48,0.563,40,0.175,0.426,0.432,8.8,5.0,3.7,1.0,0.4,1.7,13.8,12.4,17.4,8.2,97.1,101.8
Olivier-Maxence Prosper,DAL,F,22.4,7,6.3,13.7,7.1,0,0.0,11,0.364,2,0.0,0.308,0.308,1.1,0.7,0.0,0.0,0.0,0.1,1.9,1.1,1.9,0.0,78.1,107.3
Ben Sheppard,IND,G,23.3,10,19.1,11.9,7.7,0,0.0,12,0.583,36,0.417,0.615,0.615,5.9,1.9,1.1,0.2,0.2,0.4,7.8,7.0,8.9,4.8,119.1,110.8
Jordan Walsh,BOS,G,20.7,9,10.5,8.4,11.1,1,0.0,3,0.667,13,0.154,0.313,0.304,1.1,1.1,0.2,0.3,0.3,0.2,2.2,1.3,2.4,2.4,70.3,107.0
Tristan da Silva,ORL,F,23.5,7,24.6,14.8,8.7,6,0.833,26,0.462,26,0.346,0.49,0.512,8.0,2.9,1.7,0.3,0.1,0.7,10.9,9.7,12.6,5.5,105.2,105.8
Jazian Gortman,DAL,G,21.7,2,2.3,19.2,50.0,0,0.0,0,0.0,1,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.5,1.5,1.5,1.5,0.0,0.0,0.0
Dillon Jones,OKC,F,23.0,9,6.8,18.2,15.9,4,0.25,9,0.667,12,0.083,0.357,0.351,1.8,1.7,0.6,0.2,0.1,0.4,3.4,2.3,4.0,7.2,82.3,91.6
Pelle Larsson,MIA,G,23.7,6,14.0,13.6,18.0,10,0.6,7,0.857,11,0.455,0.75,0.737,5.5,0.8,1.7,0.7,0.0,0.7,6.3,7.2,8.0,5.6,133.3,109.5
Jaylen Martin,BRO,G,20.8,2,1.6,14.2,0.0,0,0.0,0,0.0,1,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0
Drew Peterson,BOS,F,25.0,2,2.9,15.1,50.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
Antonio Reeves,NOR,G,22.0,5,5.7,20.9,7.1,0,0.0,4,0.0,9,0.222,0.231,0.231,1.2,1.0,0.2,0.2,0.0,0.2,2.2,1.4,2.4,4.4,53.4,118.5
Hunter Tyson,DEN,F,24.4,6,12.6,9.6,18.2,3,1.0,7,0.857,6,0.167,0.577,0.628,3.0,2.2,0.7,0.3,0.2,0.5,5.2,3.7,5.8,5.3,115.6,103.2
Matas Buzelis,CHI,F,20.1,9,8.6,17.4,19.9,6,0.5,13,0.308,11,0.273,0.354,0.375,2.2,1.9,0.3,0.6,0.3,0.7,4.1,2.6,4.4,5.0,75.4,105.0
Ronald Holland II,DET,F,19.3,11,14.3,18.9,10.7,10,0.9,32,0.688,26,0.154,0.483,0.521,5.9,2.5,0.4,0.5,0.1,0.6,8.5,6.3,8.8,5.1,100.7,103.7
Craig Porter,CLE,G,24.7,7,4.7,14.7,18.2,0,0.0,6,0.667,3,0.333,0.611,0.611,1.6,0.6,0.7,0.0,0.6,0.3,2.1,2.3,2.9,7.5,113.7,113.9
Duop Reath,POR,C,28.4,6,3.4,26.2,7.7,0,0.0,3,0.333,9,0.222,0.333,0.333,1.3,0.5,0.3,0.0,0.2,0.2,1.8,1.7,2.2,6.8,0.0,0.0
Tyler Smith,MIL,F,20.0,7,3.8,22.8,15.1,2,0.5,5,1.0,6,0.333,0.727,0.715,2.4,0.7,0.0,0.0,0.3,0.3,3.1,2.4,3.1,0.0,0.0,0.0
Alex Reese,OKC,F-G,25.5,1,1.9,22.1,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
Zaccharie Risacher,ATL,F,19.6,11,27.0,21.3,10.1,35,0.657,67,0.478,57,0.263,0.44,0.473,12.0,3.5,1.4,0.9,1.0,1.3,15.5,13.4,16.9,5.8,97.1,114.6
Alexandre Sarr,WAS,C,19.5,8,25.0,20.1,10.2,20,0.8,39,0.487,40,0.2,0.392,0.444,9.8,6.3,2.4,0.6,2.5,1.1,16.0,12.1,18.4,8.5,98.8,111.6
Dalton Knecht,LAL,F,23.6,10,16.9,16.5,8.0,6,1.0,19,0.579,38,0.289,0.482,0.511,6.1,1.8,1.1,0.3,0.0,0.5,7.9,7.2,9.0,5.4,104.9,115.3
Cody Williams,UTA,F,20.0,9,22.9,12.5,13.5,8,0.625,22,0.409,29,0.172,0.324,0.348,4.2,2.8,1.3,0.6,0.3,0.9,7.0,5.6,8.3,4.3,79.1,117.6
Reed Sheppard,HOU,G,20.4,10,11.5,14.7,19.5,0,0.0,16,0.5,17,0.353,0.515,0.515,3.4,1.3,1.7,0.2,0.1,0.8,4.7,5.1,6.4,6.8,105.2,108.4
Stephon Castle,SAN,G,20.0,10,22.5,20.0,10.7,24,0.667,52,0.481,31,0.194,0.41,0.449,8.4,2.5,2.5,0.9,0.3,1.0,10.9,10.9,13.4,6.7,98.7,107.8
Carlton Carrington,WAS,G,19.3,8,30.0,14.6,16.8,16,0.875,38,0.5,26,0.308,0.484,0.535,9.5,4.8,5.0,1.1,0.3,1.6,14.3,14.5,19.3,8.1,109.2,112.4
Donovan Clingan,POR,C,20.7,11,13.9,14.6,20.3,13,0.769,35,0.571,4,0.25,0.551,0.593,4.8,4.8,0.2,0.4,1.6,0.9,9.6,5.0,9.8,4.8,110.7,99.0
Kyle Filipowski,UTA,C,21.0,8,14.8,15.2,19.5,6,0.167,16,0.688,17,0.353,0.606,0.575,5.1,3.8,1.6,0.3,0.0,1.0,8.9,6.8,10.5,8.5,104.3,107.3
Jared McCain,PHI,G,20.7,9,15.6,26.7,7.5,14,1.0,45,0.533,29,0.345,0.527,0.574,10.2,2.0,1.4,0.3,0.0,0.7,12.2,11.7,13.7,7.8,117.3,115.5
Kyshawn George,WAS,F,20.9,8,29.2,15.7,10.7,10,0.7,20,0.65,55,0.273,0.473,0.491,9.8,4.8,2.5,1.0,1.3,1.1,14.5,12.3,17.0,6.7,99.8,109.1
Yves Missi,NOR,C,20.5,10,21.6,12.3,11.1,19,0.632,48,0.458,0,0.0,0.458,0.497,5.6,5.4,1.5,0.5,1.5,0.6,11.0,7.1,12.5,6.6,116.3,116.5
Tidjane Salaun,CHA,F,19.3,8,16.8,13.1,17.0,2,0.5,10,0.4,24,0.208,0.338,0.344,3.0,3.8,1.0,0.4,0.0,0.9,6.8,4.0,7.8,5.4,78.7,113.2
Kel'el Ware,MIA,C,20.6,5,6.7,22.0,17.6,0,0.0,11,0.455,3,0.333,0.464,0.464,2.6,1.2,0.0,0.4,0.8,0.6,3.8,2.6,3.8,0.0,73.1,98.1
Johnny Furphy,IND,G,19.9,3,4.4,19.9,0.0,0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,123.7
Tyler Kolek,NYK,G,23.6,7,6.6,18.9,27.1,4,1.0,5,0.6,8,0.75,0.923,0.949,4.0,0.7,0.4,0.3,0.0,0.7,4.7,4.4,5.1,6.3,135.3,114.4
Ulrich Chomche,TOR,C,18.9,1,4.5,9.1,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,200.0,125.9
Jaylon Tyson,CLE,G-F,21.9,5,4.9,19.4,39.1,2,0.5,2,0.0,4,0.5,0.5,0.509,1.4,0.8,0.4,0.0,0.0,0.8,2.2,1.8,2.6,6.2,70.1,84.5
Oso Ighodaro,PHO,F,22.3,5,8.1,11.5,28.7,1,1.0,7,0.571,0,0.0,0.571,0.605,1.8,2.2,0.4,0.0,0.2,0.6,4.0,2.2,4.4,5.8,103.4,91.5
Ryan Dunn,PHO,F,21.8,9,16.4,16.5,5.5,2,0.5,15,0.733,36,0.361,0.598,0.598,6.9,2.2,0.7,0.4,0.3,0.3,9.1,7.6,9.8,5.4,113.6,102.1
Jamal Shead,TOR,G,22.3,11,16.1,19.0,23.0,10,0.9,39,0.462,21,0.238,0.425,0.466,5.5,0.9,3.7,0.4,0.2,1.6,6.4,9.2,10.1,6.5,96.4,115.9
Ajay Mitchell,OKC,G,22.4,10,14.6,14.7,14.2,5,0.8,32,0.563,10,0.5,0.607,0.622,5.5,1.6,1.9,0.9,0.1,0.7,7.1,7.4,9.0,7.0,118.9,95.9
Bronny James,LAL,G,20.1,6,2.6,18.8,0.0,2,1.0,2,0.5,4,0.0,0.167,0.291,0.7,0.2,0.3,0.2,0.0,0.0,0.8,1.0,1.2,5.3,0.0,0.0
AJ Johnson,MIL,G,19.9,3,2.1,20.6,0.0,0,0.0,3,0.333,0,0.0,0.333,0.333,0.7,0.3,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0
Pacome Dadiet,NYK,F,19.3,4,7.0,11.2,14.3,0,0.0,3,0.333,3,0.333,0.417,0.417,1.3,1.0,0.3,0.0,0.0,0.3,2.3,1.5,2.5,4.2,80.6,114.1
Jonathan Mogbo,TOR,F,23.0,11,16.0,14.8,19.1,27,0.704,36,0.556,6,0.167,0.512,0.575,5.6,4.2,1.8,1.0,0.5,0.9,9.8,7.5,11.6,8.7,121.5,108.6
Jaylen Wells,MEM,F,21.2,11,25.8,17.9,9.4,21,0.714,55,0.455,51,0.392,0.519,0.542,11.4,3.3,1.6,0.4,0.3,1.0,14.6,13.0,16.3,6.1,109.5,108.0
Cui Yongxi,BRO,F,21.5,2,1.6,12.5,0.0,2,0.5,0,0.0,0,0.0,0.0,0.568,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0
Enrique Freeman,IND,F,24.3,4,8.5,6.3,22.5,2,1.0,2,0.5,1,0.0,0.333,0.515,1.0,0.5,0.5,0.3,0.3,0.3,1.5,1.5,2.0,3.0,111.1,112.9
Isaac Jones,SAC,F,24.3,3,2.0,14.4,0.0,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamison Battle,TOR,F,23.5,10,14.6,15.2,7.8,8,0.75,11,0.545,36,0.333,0.511,0.534,5.4,2.8,0.9,0.0,0.2,0.4,8.2,6.3,9.1,6.5,115.7,114.1
Daniss Jenkins,DET,G,23.2,2,2.5,17.1,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Ducas,OKC,G,23.9,4,1.8,17.2,0.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuki Kawamura,MEM,G,23.5,8,3.2,24.7,20.9,4,0.75,3,0.333,8,0.125,0.227,0.313,1.0,0.3,0.8,0.0,0.0,0.4,1.3,1.8,2.0,7.8,0.0,0.0
Cam Reddish,LAL,F-G,25.2,5,21.1,8.1,10.9,4,0.75,10,0.7,6,0.667,0.813,0.816,5.8,3.8,1.0,1.0,0.2,0.4,9.6,6.8,10.6,5.3,150.0,110.0
Tyrese Martin,BRO,F,25.7,2,1.4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Adama Sanogo,CHI,F,22.7,2,4.6,17.9,0.0,0,0.0,4,0.5,0,0.0,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0,2.5,2.5,3.0,6.9,120.5,112.2
Torrey Craig,CHI,F,33.9,2,3.2,6.5,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sidy Cissoko,SAN,G,20.6,5,2.7,13.0,25.0,0,0.0,2,0.5,1,1.0,0.833,0.833,1.0,0.8,0.8,0.0,0.0,0.2,1.8,1.8,2.6,12.8,0.0,0.0
Trey Jemison,NOR,C,25.0,4,4.9,17.4,25.0,0,0.0,6,0.333,0,0.0,0.333,0.333,1.0,2.3,0.3,0.0,0.0,0.5,3.3,1.3,3.5,7.2,85.1,95.4
Liam Robbins,MIL,C,25.3,3,5.5,12.7,0.0,4,0.25,2,1.0,1,0.0,0.667,0.525,1.7,1.0,0.0,0.0,0.0,0.0,2.7,1.7,2.7,0.0,121.7,103.8
Colin Castleton,MEM,C,24.5,5,2.7,8.3,0.0,4,1.0,0,0.0,1,0.0,0.0,0.725,0.8,1.0,0.0,0.0,0.2,0.0,1.8,0.8,1.8,0.0,0.0,0.0
Luke Travers,CLE,F,23.2,2,3.7,11.1,0.0,2,1.0,1,1.0,0,0.0,1.0,1.064,2.0,1.5,1.0,0.0,0.5,0.0,3.5,3.0,4.5,15.6,0.0,0.0
Ja'Kobe Walter,TOR,G,20.2,4,12.2,15.3,0.0,5,0.6,10,0.2,6,0.167,0.219,0.275,2.5,2.8,0.8,0.0,0.3,0.0,5.3,3.3,6.0,5.8,84.6,109.4
Malevy Leons,OKC,F,25.1,4,3.4,14.8,31.1,4,0.5,1,0.0,1,0.0,0.0,0.266,0.5,0.5,0.3,0.0,0.0,0.3,1.0,0.8,1.3,5.0,0.0,0.0
Nick Smith Jr.,CHA,G,20.6,3,6.5,21.7,10.0,0,0.0,4,0.5,5,0.2,0.389,0.389,2.3,0.3,0.0,0.3,0.0,0.3,2.7,2.3,2.7,0.0,74.4,114.3
Taj Gibson,CHA,F,39.4,5,12.3,12.5,11.6,3,0.667,13,0.538,2,0.5,0.567,0.582,3.8,4.2,0.2,0.2,0.6,0.4,8.0,4.0,8.2,4.8,122.1,97.2
Josh Minott,MIN,F,22.0,4,9.0,11.9,32.5,2,0.5,3,1.0,3,0.0,0.5,0.509,1.8,1.0,0.0,0.0,0.5,0.8,2.8,1.8,2.8,0.0,67.0,101.6
Luka Garza,MIN,C,25.9,4,4.2,34.9,15.4,1,0.0,7,0.571,4,0.0,0.364,0.35,2.0,1.3,0.0,0.0,0.0,0.5,3.3,2.0,3.3,0.0,63.5,106.5
Rob Dillingham,MIN,G,19.9,4,4.7,20.8,22.2,0,0.0,6,0.667,1,1.0,0.786,0.786,2.8,0.8,1.8,0.0,0.0,0.5,3.5,4.5,5.3,13.5,143.1,109.7
Terrence Shannon Jr.,MIN,G-F,24.3,4,3.7,14.8,40.0,0,0.0,2,1.0,1,0.0,0.667,0.667,1.0,0.0,0.5,0.5,0.3,0.5,1.0,1.5,1.5,0.0,0.0,0.0
PJ Dozier,MIN,G-F,28.0,4,3.7,8.5,0.0,2,0.5,0,0.0,2,0.5,0.75,0.694,1.0,0.8,0.5,0.3,0.0,0.0,1.8,1.5,2.3,8.0,0.0,0.0
Jeff Green,HOU,F,38.2,3,4.1,13.5,25.0,0,0.0,1,1.0,2,1.0,1.333,1.333,2.7,0.3,0.3,0.3,0.0,0.3,3.0,3.0,3.3,6.1,171.3,103.9
Josh Richardson,MIA,G,31.2,4,19.5,13.2,25.6,2,1.0,8,0.25,9,0.222,0.294,0.336,3.0,2.3,1.3,1.5,0.0,1.5,5.3,4.3,6.5,4.3,74.5,99.9
Richaun Holmes,WAS,F,31.1,2,3.9,31.9,0.0,0,0.0,5,0.6,1,0.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0
Svi Mykhailiuk,UTA,G-F,27.4,1,15.5,21.3,25.0,0,0.0,1,0.0,5,0.4,0.5,0.5,6.0,1.0,2.0,1.0,0.0,2.0,7.0,8.0,9.0,5.9,85.1,107.5
DeAndre Jordan,DEN,C,36.3,2,10.2,28.6,38.5,2,0.0,8,0.5,0,0.0,0.5,0.45,4.0,6.5,1.0,0.0,0.5,2.5,10.5,5.0,11.5,11.6,83.1,100.1
Spencer Jones,DEN,F,23.4,1,2.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jordan Miller,LAC,G,24.8,2,3.8,22.1,62.1,2,0.5,0,0.0,1,0.0,0.0,0.266,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0
Kobe Brown,LAC,F,24.9,2,3.8,5.7,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.5,1.5,2.0,6.6,0.0,0.0
Bones Hyland,LAC,G,24.2,2,3.8,34.2,16.7,0,0.0,3,0.333,2,0.5,0.5,0.5,2.5,0.5,0.0,0.5,0.5,0.5,3.0,2.5,3.0,0.0,0.0,0.0
Jaylen Nowell,NOR,G,25.3,3,13.3,27.0,12.3,3,0.667,13,0.385,8,0.375,0.452,0.47,7.0,0.7,0.7,0.3,0.0,1.0,7.7,7.7,8.3,4.5,90.5,122.1
Dominick Barlow,ATL,F,21.5,2,5.4,7.2,0.0,2,0.5,1,0.0,0,0.0,0.0,0.266,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,62.1,119.1
KJ Simpson,CHA,G,22.3,1,6.9,12.2,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,2.0,3.0,1.0,0.0,0.0,0.0,5.0,3.0,6.0,10.5,145.0,120.9
Jared Rhoden,CHA,G,25.2,2,4.1,25.9,0.0,0,0.0,4,0.5,1,0.0,0.4,0.4,2.0,1.5,1.0,0.5,0.0,0.0,3.5,3.0,4.5,14.1,113.6,109.7
Paul George,PHI,F,34.5,4,28.4,28.2,20.5,13,0.846,29,0.586,25,0.16,0.426,0.477,14.3,4.8,5.8,1.8,0.3,3.5,19.0,20.0,24.8,10.4,95.7,107.8
Christian Koloko,LAL,C,24.4,2,7.4,5.8,0.0,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,1.5,0.5,0.0,0.5,0.0,2.5,1.5,3.0,4.9,136.8,106.8
Luke Kennard,MEM,G,28.4,3,19.0,14.8,19.8,2,0.5,4,0.5,12,0.417,0.594,0.592,6.7,2.3,5.3,0.7,0.3,1.3,9.0,12.0,14.3,9.1,123.6,106.5
David Duke Jr.,SAN,G,25.1,1,8.2,25.9,0.0,2,0.5,3,0.333,1,0.0,0.25,0.307,3.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,89.6,108.7
Riley Minix,SAN,F,24.1,1,6.8,6.4,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,113.0
Harrison Ingram,SAN,F,22.0,1,6.8,6.4,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,101.1
Jack McVeigh,HOU,G-F,28.4,2,4.1,30.6,16.7,0,0.0,2,0.0,3,0.333,0.3,0.3,1.5,1.0,0.0,0.0,0.0,0.5,2.5,1.5,2.5,0.0,55.6,112.4
Markieff Morris,DAL,F,35.2,1,4.9,8.8,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,93.0,109.4
Shaedon Sharpe,POR,G,21.5,3,20.1,21.8,9.9,5,0.6,14,0.714,13,0.077,0.426,0.445,8.7,2.3,1.0,0.0,0.3,1.0,11.0,9.7,12.0,5.4,92.4,119.8
Isaiah Collier,UTA,G,20.1,2,14.5,18.1,9.0,4,0.25,4,0.75,6,0.0,0.3,0.298,3.5,3.0,2.5,0.5,0.5,0.5,6.5,6.0,9.0,8.2,78.3,114.5
Stanley Umude,MIL,G,25.6,2,5.8,14.7,0.0,2,0.0,0,0.0,3,0.333,0.5,0.387,1.5,1.0,0.5,0.0,0.0,0.0,2.5,2.0,3.0,6.3,88.7,121.0
Matt Ryan,NYK,F,27.6,1,6.1,14.6,0.0,0,0.0,0,0.0,2,0.5,0.75,0.75,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,144.1,126.5
Josh Okogie,PHO,G,26.2,2,10.7,29.0,22.7,2,0.5,5,0.8,5,0.4,0.7,0.689,7.5,2.5,0.0,1.0,0.0,1.5,10.0,7.5,10.0,0.0,93.9,100.5
Robert Williams III,POR,C-F,27.1,2,14.2,18.3,17.5,4,1.0,7,0.714,2,0.5,0.722,0.79,8.5,4.0,1.0,1.0,1.0,1.0,12.5,9.5,13.5,9.1,138.9,116.5
Maxwell Lewis,LAL,F,22.3,2,1.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Hood-Schifino,LAL,G,21.4,1,1.5,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Vassell,SAN,G-F,24.2,1,21.7,33.8,18.2,2,1.0,7,0.714,6,0.5,0.731,0.756,21.0,1.0,2.0,0.0,0.0,3.0,22.0,23.0,24.0,6.4,113.3,94.9
Kevin Love,MIA,F-C,36.2,1,13.0,24.8,0.0,1,1.0,3,0.333,4,0.25,0.357,0.403,6.0,6.0,2.0,2.0,0.0,0.0,12.0,8.0,14.0,12.8,111.9,105.5
